token_id,num_classes,classes,total_usage,TUM,STR,LYM,NEC,dominant_class,confidence
7195,4,"TUM,STR,LYM,NEC",4650,2525,1086,558,481,TUM,0.543
1351,4,"TUM,STR,LYM,NEC",4646,2276,1752,177,441,TUM,0.4899
1979,4,"TUM,STR,LYM,NEC",4643,2587,1333,208,515,TUM,0.5572
468,4,"TUM,STR,LYM,NEC",4641,2460,1375,211,595,TUM,0.5301
7065,4,"TUM,STR,LYM,NEC",4639,2361,1485,211,582,TUM,0.5089
5106,4,"TUM,STR,LYM,NEC",4638,2011,1714,275,638,TUM,0.4336
6762,4,"TUM,STR,LYM,NEC",4632,2233,1129,755,515,TUM,0.4821
7528,4,"TUM,STR,LYM,NEC",4622,1780,1513,523,806,TUM,0.3851
310,4,"TUM,STR,LYM,NEC",4618,2244,1731,156,487,TUM,0.4859
1506,4,"TUM,STR,LYM,NEC",4607,1920,1767,346,574,TUM,0.4168
1089,4,"TUM,STR,LYM,NEC",4598,2413,1424,279,482,TUM,0.5248
2717,4,"TUM,STR,LYM,NEC",4598,2675,1027,507,389,TUM,0.5818
773,4,"TUM,STR,LYM,NEC",4582,2206,1646,229,501,TUM,0.4814
5325,4,"TUM,STR,LYM,NEC",4572,1980,1615,494,483,TUM,0.4331
5490,4,"TUM,STR,LYM,NEC",4572,2456,1381,216,519,TUM,0.5372
2469,4,"TUM,STR,LYM,NEC",4571,2307,1385,305,574,TUM,0.5047
6829,4,"TUM,STR,LYM,NEC",4555,2176,1477,347,555,TUM,0.4777
6894,4,"TUM,STR,LYM,NEC",4550,2000,1524,381,645,TUM,0.4396
4914,4,"TUM,STR,LYM,NEC",4543,2399,1406,213,525,TUM,0.5281
6193,4,"TUM,STR,LYM,NEC",4532,2314,1601,187,430,TUM,0.5106
2957,4,"TUM,STR,LYM,NEC",4529,2090,1554,314,571,TUM,0.4615
1194,4,"TUM,STR,LYM,NEC",4525,2360,1455,232,478,TUM,0.5215
4821,4,"TUM,STR,LYM,NEC",4521,2991,895,316,319,TUM,0.6616
5292,4,"TUM,STR,LYM,NEC",4517,2586,951,497,483,TUM,0.5725
6754,4,"TUM,STR,LYM,NEC",4513,2096,1654,228,535,TUM,0.4644
5635,4,"TUM,STR,LYM,NEC",4506,2578,1188,239,501,TUM,0.5721
5027,4,"TUM,STR,LYM,NEC",4496,2304,1033,806,353,TUM,0.5125
7804,4,"TUM,STR,LYM,NEC",4494,1515,1189,1368,422,TUM,0.3371
7275,4,"TUM,STR,LYM,NEC",4484,1918,1953,160,453,STR,0.4355
722,4,"TUM,STR,LYM,NEC",4467,2616,984,383,484,TUM,0.5856
5226,4,"TUM,STR,LYM,NEC",4464,2284,1388,228,564,TUM,0.5116
322,4,"TUM,STR,LYM,NEC",4460,2389,1233,239,599,TUM,0.5357
4604,4,"TUM,STR,LYM,NEC",4455,2080,1446,318,611,TUM,0.4669
5277,4,"TUM,STR,LYM,NEC",4452,2057,1772,190,433,TUM,0.462
7391,4,"TUM,STR,LYM,NEC",4450,1960,1701,305,484,TUM,0.4404
3586,4,"TUM,STR,LYM,NEC",4439,2065,1601,347,426,TUM,0.4652
5860,4,"TUM,STR,LYM,NEC",4436,1838,1996,199,403,STR,0.45
4972,4,"TUM,STR,LYM,NEC",4433,1894,1618,448,473,TUM,0.4273
8089,4,"TUM,STR,LYM,NEC",4429,2498,965,595,371,TUM,0.564
5843,4,"TUM,STR,LYM,NEC",4428,2450,946,703,329,TUM,0.5533
4494,4,"TUM,STR,LYM,NEC",4425,1755,1605,356,709,TUM,0.3966
4950,4,"TUM,STR,LYM,NEC",4424,2809,908,204,503,TUM,0.6349
7028,4,"TUM,STR,LYM,NEC",4424,1773,1843,305,503,STR,0.4166
6292,4,"TUM,STR,LYM,NEC",4423,2277,1499,166,481,TUM,0.5148
7950,4,"TUM,STR,LYM,NEC",4417,2611,1030,340,436,TUM,0.5911
3869,4,"TUM,STR,LYM,NEC",4414,2021,1522,365,506,TUM,0.4579
6563,4,"TUM,STR,LYM,NEC",4414,1911,1807,257,439,TUM,0.4329
1966,4,"TUM,STR,LYM,NEC",4412,2254,897,888,373,TUM,0.5109
3093,4,"TUM,STR,LYM,NEC",4409,2236,1430,286,457,TUM,0.5071
4524,4,"TUM,STR,LYM,NEC",4409,1494,1284,1270,361,TUM,0.3389
4538,4,"TUM,STR,LYM,NEC",4406,2124,1608,238,436,TUM,0.4821
3565,4,"TUM,STR,LYM,NEC",4395,2218,1480,183,514,TUM,0.5047
4905,4,"TUM,STR,LYM,NEC",4395,2330,1041,637,387,TUM,0.5301
3260,4,"TUM,STR,LYM,NEC",4394,2769,983,256,386,TUM,0.6302
2583,4,"TUM,STR,LYM,NEC",4390,1844,1517,323,706,TUM,0.42
1509,4,"TUM,STR,LYM,NEC",4387,2433,1126,295,533,TUM,0.5546
1679,4,"TUM,STR,LYM,NEC",4381,1966,1495,284,636,TUM,0.4488
1840,4,"TUM,STR,LYM,NEC",4371,2124,1486,262,499,TUM,0.4859
1026,4,"TUM,STR,LYM,NEC",4370,2114,1341,330,585,TUM,0.4838
1515,4,"TUM,STR,LYM,NEC",4368,2480,1143,218,527,TUM,0.5678
2255,4,"TUM,STR,LYM,NEC",4362,2622,1012,262,466,TUM,0.6011
1322,4,"TUM,STR,LYM,NEC",4358,2702,885,427,344,TUM,0.62
496,4,"TUM,STR,LYM,NEC",4345,2424,1324,139,458,TUM,0.5579
6744,4,"TUM,STR,LYM,NEC",4343,2231,1324,309,479,TUM,0.5137
2197,4,"TUM,STR,LYM,NEC",4327,1862,1418,362,685,TUM,0.4303
5450,4,"TUM,STR,LYM,NEC",4325,2324,1279,215,507,TUM,0.5373
3153,4,"TUM,STR,LYM,NEC",4319,2313,1208,268,530,TUM,0.5355
2651,4,"TUM,STR,LYM,NEC",4308,2086,1491,177,554,TUM,0.4842
7138,4,"TUM,STR,LYM,NEC",4306,2201,1482,194,429,TUM,0.5111
4486,4,"TUM,STR,LYM,NEC",4304,1875,1592,252,585,TUM,0.4356
4364,4,"TUM,STR,LYM,NEC",4303,1880,1875,169,379,TUM,0.4369
1209,4,"TUM,STR,LYM,NEC",4302,1965,1695,163,479,TUM,0.4568
3125,4,"TUM,STR,LYM,NEC",4300,2279,1315,185,521,TUM,0.53
2257,4,"TUM,STR,LYM,NEC",4298,1909,1438,339,612,TUM,0.4442
4746,4,"TUM,STR,LYM,NEC",4298,1848,1488,408,554,TUM,0.43
4781,4,"TUM,STR,LYM,NEC",4289,2122,1018,833,316,TUM,0.4948
3510,4,"TUM,STR,LYM,NEC",4286,2343,1139,312,492,TUM,0.5467
6208,4,"TUM,STR,LYM,NEC",4283,2229,1409,207,438,TUM,0.5204
7959,4,"TUM,STR,LYM,NEC",4283,2132,1490,240,421,TUM,0.4978
7523,4,"TUM,STR,LYM,NEC",4281,1856,1621,375,429,TUM,0.4335
8059,4,"TUM,STR,LYM,NEC",4266,2201,1305,199,561,TUM,0.5159
2293,4,"TUM,STR,LYM,NEC",4257,2323,1216,189,529,TUM,0.5457
3441,4,"TUM,STR,LYM,NEC",4253,1969,1422,352,510,TUM,0.463
13,4,"TUM,STR,LYM,NEC",4252,2005,1433,277,537,TUM,0.4715
2999,4,"TUM,STR,LYM,NEC",4252,2087,1522,164,479,TUM,0.4908
972,4,"TUM,STR,LYM,NEC",4249,2683,862,367,337,TUM,0.6314
394,4,"TUM,STR,LYM,NEC",4248,2139,1379,203,527,TUM,0.5035
5854,4,"TUM,STR,LYM,NEC",4244,2105,1330,242,567,TUM,0.496
475,4,"TUM,STR,LYM,NEC",4240,2194,1266,324,456,TUM,0.5175
3849,4,"TUM,STR,LYM,NEC",4236,1890,1656,247,443,TUM,0.4462
4625,4,"TUM,STR,LYM,NEC",4231,1596,1582,441,612,TUM,0.3772
5996,4,"TUM,STR,LYM,NEC",4217,1725,988,1135,369,TUM,0.4091
6183,4,"TUM,STR,LYM,NEC",4216,2143,1387,219,467,TUM,0.5083
2356,4,"TUM,STR,LYM,NEC",4213,2331,905,654,323,TUM,0.5533
6378,4,"TUM,STR,LYM,NEC",4211,2046,1381,297,487,TUM,0.4859
466,4,"TUM,STR,LYM,NEC",4205,1831,1497,346,531,TUM,0.4354
2375,4,"TUM,STR,LYM,NEC",4203,2661,829,274,439,TUM,0.6331
1025,4,"TUM,STR,LYM,NEC",4198,1798,1580,348,472,TUM,0.4283
4629,4,"TUM,STR,LYM,NEC",4196,2210,1251,221,514,TUM,0.5267
7651,4,"TUM,STR,LYM,NEC",4194,2441,1098,242,413,TUM,0.582
6446,4,"TUM,STR,LYM,NEC",4175,2063,1390,186,536,TUM,0.4941
296,4,"TUM,STR,LYM,NEC",4173,2121,1441,158,453,TUM,0.5083
4270,4,"TUM,STR,LYM,NEC",4172,1921,1402,319,530,TUM,0.4605
7317,4,"TUM,STR,LYM,NEC",4166,2261,1167,319,419,TUM,0.5427
7510,4,"TUM,STR,LYM,NEC",4165,1945,1501,234,485,TUM,0.467
6610,4,"TUM,STR,LYM,NEC",4156,2047,1364,215,530,TUM,0.4925
3478,4,"TUM,STR,LYM,NEC",4155,2711,866,284,294,TUM,0.6525
3801,4,"TUM,STR,LYM,NEC",4152,2391,1053,231,477,TUM,0.5759
477,4,"TUM,STR,LYM,NEC",4150,2046,1562,196,346,TUM,0.493
4050,4,"TUM,STR,LYM,NEC",4147,1603,1342,505,697,TUM,0.3865
1094,4,"TUM,STR,LYM,NEC",4141,2580,899,270,392,TUM,0.623
7732,4,"TUM,STR,LYM,NEC",4140,2542,897,259,442,TUM,0.614
1549,4,"TUM,STR,LYM,NEC",4137,1875,1604,185,473,TUM,0.4532
7459,4,"TUM,STR,LYM,NEC",4119,1639,1688,270,522,STR,0.4098
4742,4,"TUM,STR,LYM,NEC",4118,2148,1288,208,474,TUM,0.5216
541,4,"TUM,STR,LYM,NEC",4115,1904,1407,309,495,TUM,0.4627
2531,4,"TUM,STR,LYM,NEC",4107,1362,1357,954,434,TUM,0.3316
914,4,"TUM,STR,LYM,NEC",4105,2325,1017,268,495,TUM,0.5664
3900,4,"TUM,STR,LYM,NEC",4105,2340,1201,165,399,TUM,0.57
380,4,"TUM,STR,LYM,NEC",4098,1795,1239,380,684,TUM,0.438
5973,4,"TUM,STR,LYM,NEC",4094,2382,920,395,397,TUM,0.5818
4155,4,"TUM,STR,LYM,NEC",4092,2120,1214,252,506,TUM,0.5181
2229,4,"TUM,STR,LYM,NEC",4088,1825,1282,344,637,TUM,0.4464
3804,4,"TUM,STR,LYM,NEC",4087,2543,817,443,284,TUM,0.6222
76,4,"TUM,STR,LYM,NEC",4083,1981,1287,245,570,TUM,0.4852
6536,4,"TUM,STR,LYM,NEC",4076,2327,1035,188,526,TUM,0.5709
5063,4,"TUM,STR,LYM,NEC",4066,1931,1461,290,384,TUM,0.4749
6491,4,"TUM,STR,LYM,NEC",4064,1814,1510,309,431,TUM,0.4464
368,4,"TUM,STR,LYM,NEC",4061,1734,1536,306,485,TUM,0.427
4637,4,"TUM,STR,LYM,NEC",4060,2178,1198,252,432,TUM,0.5365
47,4,"TUM,STR,LYM,NEC",4059,1875,1378,309,497,TUM,0.4619
1541,4,"TUM,STR,LYM,NEC",4055,1919,1401,291,444,TUM,0.4732
2136,4,"TUM,STR,LYM,NEC",4051,1981,1369,301,400,TUM,0.489
2488,4,"TUM,STR,LYM,NEC",4042,2031,1201,344,466,TUM,0.5025
5151,4,"TUM,STR,LYM,NEC",4041,1904,1045,739,353,TUM,0.4712
6995,4,"TUM,STR,LYM,NEC",4037,2281,1056,287,413,TUM,0.565
1672,4,"TUM,STR,LYM,NEC",4035,2124,1263,231,417,TUM,0.5264
5971,4,"TUM,STR,LYM,NEC",4034,2171,1289,176,398,TUM,0.5382
6547,4,"TUM,STR,LYM,NEC",4031,2086,1258,210,477,TUM,0.5175
8162,4,"TUM,STR,LYM,NEC",4031,2556,851,274,350,TUM,0.6341
4654,4,"TUM,STR,LYM,NEC",4027,1699,1710,159,459,STR,0.4246
3482,4,"TUM,STR,LYM,NEC",4021,1808,1524,250,439,TUM,0.4496
970,4,"TUM,STR,LYM,NEC",4020,1964,1237,310,509,TUM,0.4886
8190,4,"TUM,STR,LYM,NEC",4020,2060,1422,165,373,TUM,0.5124
4572,4,"TUM,STR,LYM,NEC",4019,2248,1168,164,439,TUM,0.5593
5795,4,"TUM,STR,LYM,NEC",4004,2069,1511,146,278,TUM,0.5167
3855,4,"TUM,STR,LYM,NEC",4000,1884,1099,564,453,TUM,0.471
7854,4,"TUM,STR,LYM,NEC",4000,1618,1327,405,650,TUM,0.4045
6032,4,"TUM,STR,LYM,NEC",3994,2383,894,437,280,TUM,0.5966
320,4,"TUM,STR,LYM,NEC",3993,2208,1130,192,463,TUM,0.553
4351,4,"TUM,STR,LYM,NEC",3983,2182,1118,262,421,TUM,0.5478
2093,4,"TUM,STR,LYM,NEC",3982,1894,1420,224,444,TUM,0.4756
33,4,"TUM,STR,LYM,NEC",3978,2318,966,297,397,TUM,0.5827
817,4,"TUM,STR,LYM,NEC",3975,2272,993,378,332,TUM,0.5716
1932,4,"TUM,STR,LYM,NEC",3968,2040,1149,276,503,TUM,0.5141
6764,4,"TUM,STR,LYM,NEC",3967,2060,1282,205,420,TUM,0.5193
3795,4,"TUM,STR,LYM,NEC",3966,2088,1239,202,437,TUM,0.5265
6395,4,"TUM,STR,LYM,NEC",3961,2216,1077,160,508,TUM,0.5595
4427,4,"TUM,STR,LYM,NEC",3959,1687,1621,272,379,TUM,0.4261
6475,4,"TUM,STR,LYM,NEC",3956,2257,844,540,315,TUM,0.5705
3684,4,"TUM,STR,LYM,NEC",3954,2058,1142,225,529,TUM,0.5205
1418,4,"TUM,STR,LYM,NEC",3951,2530,777,309,335,TUM,0.6403
6078,4,"TUM,STR,LYM,NEC",3946,1707,1385,350,504,TUM,0.4326
4755,4,"TUM,STR,LYM,NEC",3943,2345,842,455,301,TUM,0.5947
4189,4,"TUM,STR,LYM,NEC",3932,1777,1240,300,615,TUM,0.4519
1252,4,"TUM,STR,LYM,NEC",3929,1913,1225,292,499,TUM,0.4869
4666,4,"TUM,STR,LYM,NEC",3923,1715,1372,276,560,TUM,0.4372
7188,4,"TUM,STR,LYM,NEC",3901,2153,1030,230,488,TUM,0.5519
6276,4,"TUM,STR,LYM,NEC",3900,2146,1155,141,458,TUM,0.5503
2094,4,"TUM,STR,LYM,NEC",3896,1787,1424,302,383,TUM,0.4587
1417,4,"TUM,STR,LYM,NEC",3892,2171,1111,228,382,TUM,0.5578
7708,4,"TUM,STR,LYM,NEC",3892,2135,822,589,346,TUM,0.5486
3722,4,"TUM,STR,LYM,NEC",3888,1884,1397,181,426,TUM,0.4846
1347,4,"TUM,STR,LYM,NEC",3885,1979,1265,190,451,TUM,0.5094
4095,4,"TUM,STR,LYM,NEC",3885,1973,1232,209,471,TUM,0.5079
5891,4,"TUM,STR,LYM,NEC",3885,1935,1181,246,523,TUM,0.4981
384,4,"TUM,STR,LYM,NEC",3881,2495,778,321,287,TUM,0.6429
2186,4,"TUM,STR,LYM,NEC",3878,2223,1006,203,446,TUM,0.5732
1132,4,"TUM,STR,LYM,NEC",3876,2000,1265,218,393,TUM,0.516
45,4,"TUM,STR,LYM,NEC",3873,2007,1217,220,429,TUM,0.5182
2419,4,"TUM,STR,LYM,NEC",3870,1710,1344,379,437,TUM,0.4419
546,4,"TUM,STR,LYM,NEC",3863,1614,1586,193,470,TUM,0.4178
11,4,"TUM,STR,LYM,NEC",3862,2460,873,224,305,TUM,0.637
510,4,"TUM,STR,LYM,NEC",3862,2530,787,261,284,TUM,0.6551
4998,4,"TUM,STR,LYM,NEC",3862,2412,908,219,323,TUM,0.6245
5259,4,"TUM,STR,LYM,NEC",3861,1683,1496,276,406,TUM,0.4359
3790,4,"TUM,STR,LYM,NEC",3857,2063,1014,351,429,TUM,0.5349
1472,4,"TUM,STR,LYM,NEC",3849,2082,1136,177,454,TUM,0.5409
2931,4,"TUM,STR,LYM,NEC",3848,1929,1131,256,532,TUM,0.5013
7266,4,"TUM,STR,LYM,NEC",3844,1961,1254,218,411,TUM,0.5101
1324,4,"TUM,STR,LYM,NEC",3842,2082,1158,156,446,TUM,0.5419
5806,4,"TUM,STR,LYM,NEC",3827,1767,1539,160,361,TUM,0.4617
2417,4,"TUM,STR,LYM,NEC",3817,1977,1245,182,413,TUM,0.5179
3951,4,"TUM,STR,LYM,NEC",3811,1818,1373,243,377,TUM,0.477
3888,4,"TUM,STR,LYM,NEC",3806,1620,1567,172,447,TUM,0.4256
2998,4,"TUM,STR,LYM,NEC",3801,1844,1337,233,387,TUM,0.4851
1030,4,"TUM,STR,LYM,NEC",3800,1760,1592,139,309,TUM,0.4632
4470,4,"TUM,STR,LYM,NEC",3799,1699,1233,325,542,TUM,0.4472
4651,4,"TUM,STR,LYM,NEC",3799,2083,1205,148,363,TUM,0.5483
988,4,"TUM,STR,LYM,NEC",3798,2243,1059,225,271,TUM,0.5906
6117,4,"TUM,STR,LYM,NEC",3794,1747,1374,221,452,TUM,0.4605
4293,4,"TUM,STR,LYM,NEC",3792,2292,848,305,347,TUM,0.6044
4977,4,"TUM,STR,LYM,NEC",3787,1770,1214,297,506,TUM,0.4674
7265,4,"TUM,STR,LYM,NEC",3784,1548,1303,328,605,TUM,0.4091
7657,4,"TUM,STR,LYM,NEC",3779,1948,1128,236,467,TUM,0.5155
6789,4,"TUM,STR,LYM,NEC",3775,1991,1130,201,453,TUM,0.5274
558,4,"TUM,STR,LYM,NEC",3770,1972,1184,187,427,TUM,0.5231
278,4,"TUM,STR,LYM,NEC",3768,1993,1154,127,494,TUM,0.5289
4633,4,"TUM,STR,LYM,NEC",3763,1923,1142,211,487,TUM,0.511
3326,4,"TUM,STR,LYM,NEC",3762,1873,1213,219,457,TUM,0.4979
5524,4,"TUM,STR,LYM,NEC",3762,1700,1426,270,366,TUM,0.4519
4356,4,"TUM,STR,LYM,NEC",3760,1691,1516,199,354,TUM,0.4497
1038,4,"TUM,STR,LYM,NEC",3759,2188,909,211,451,TUM,0.5821
4861,4,"TUM,STR,LYM,NEC",3759,1925,1221,207,406,TUM,0.5121
53,4,"TUM,STR,LYM,NEC",3755,1968,1016,466,305,TUM,0.5241
978,4,"TUM,STR,LYM,NEC",3752,1823,1265,215,449,TUM,0.4859
3550,4,"TUM,STR,LYM,NEC",3750,2331,828,222,369,TUM,0.6216
257,4,"TUM,STR,LYM,NEC",3748,1651,1267,270,560,TUM,0.4405
3282,4,"TUM,STR,LYM,NEC",3745,1998,1174,174,399,TUM,0.5335
4727,4,"TUM,STR,LYM,NEC",3742,1565,1435,368,374,TUM,0.4182
1499,4,"TUM,STR,LYM,NEC",3738,1999,1127,171,441,TUM,0.5348
6088,4,"TUM,STR,LYM,NEC",3738,2231,749,455,303,TUM,0.5968
4805,4,"TUM,STR,LYM,NEC",3736,1571,1212,346,607,TUM,0.4205
4034,4,"TUM,STR,LYM,NEC",3734,1781,1416,172,365,TUM,0.477
1954,4,"TUM,STR,LYM,NEC",3732,1634,1252,338,508,TUM,0.4378
4016,4,"TUM,STR,LYM,NEC",3730,1885,1225,206,414,TUM,0.5054
5862,4,"TUM,STR,LYM,NEC",3725,1312,1171,933,309,TUM,0.3522
6797,4,"TUM,STR,LYM,NEC",3725,1901,1246,141,437,TUM,0.5103
7555,4,"TUM,STR,LYM,NEC",3720,2069,864,493,294,TUM,0.5562
6394,4,"TUM,STR,LYM,NEC",3717,1878,1215,210,414,TUM,0.5052
4468,4,"TUM,STR,LYM,NEC",3716,2142,884,223,467,TUM,0.5764
6553,4,"TUM,STR,LYM,NEC",3716,1740,1277,177,522,TUM,0.4682
769,4,"TUM,STR,LYM,NEC",3715,1640,1382,158,535,TUM,0.4415
7859,4,"TUM,STR,LYM,NEC",3708,2105,953,224,426,TUM,0.5677
4215,4,"TUM,STR,LYM,NEC",3705,2001,1003,315,386,TUM,0.5401
7954,4,"TUM,STR,LYM,NEC",3705,1862,1263,223,357,TUM,0.5026
3627,4,"TUM,STR,LYM,NEC",3701,1781,1206,200,514,TUM,0.4812
5419,4,"TUM,STR,LYM,NEC",3698,1135,1122,1065,376,TUM,0.3069
4980,4,"TUM,STR,LYM,NEC",3696,1787,1424,165,320,TUM,0.4835
1204,4,"TUM,STR,LYM,NEC",3694,1973,872,433,416,TUM,0.5341
7243,4,"TUM,STR,LYM,NEC",3694,1683,1274,235,502,TUM,0.4556
6784,4,"TUM,STR,LYM,NEC",3686,1977,1044,202,463,TUM,0.5364
3105,4,"TUM,STR,LYM,NEC",3678,1985,1165,149,379,TUM,0.5397
5048,4,"TUM,STR,LYM,NEC",3673,1610,1212,317,534,TUM,0.4383
7496,4,"TUM,STR,LYM,NEC",3673,1970,1185,190,328,TUM,0.5363
2890,4,"TUM,STR,LYM,NEC",3671,1814,997,291,569,TUM,0.4941
5661,4,"TUM,STR,LYM,NEC",3670,1753,1347,220,350,TUM,0.4777
6376,4,"TUM,STR,LYM,NEC",3664,2217,814,308,325,TUM,0.6051
4674,4,"TUM,STR,LYM,NEC",3663,1869,887,486,421,TUM,0.5102
3779,4,"TUM,STR,LYM,NEC",3662,1623,1182,338,519,TUM,0.4432
4715,4,"TUM,STR,LYM,NEC",3661,1775,1253,228,405,TUM,0.4848
2699,4,"TUM,STR,LYM,NEC",3657,2042,999,279,337,TUM,0.5584
4122,4,"TUM,STR,LYM,NEC",3654,1787,1368,182,317,TUM,0.4891
3504,4,"TUM,STR,LYM,NEC",3648,1342,1796,114,396,STR,0.4923
7219,4,"TUM,STR,LYM,NEC",3646,2066,937,174,469,TUM,0.5666
2291,4,"TUM,STR,LYM,NEC",3644,1800,1306,154,384,TUM,0.494
8166,4,"TUM,STR,LYM,NEC",3641,1524,1192,313,612,TUM,0.4186
421,4,"TUM,STR,LYM,NEC",3632,1921,1120,139,452,TUM,0.5289
2144,4,"TUM,STR,LYM,NEC",3630,2246,784,272,328,TUM,0.6187
1103,4,"TUM,STR,LYM,NEC",3627,2031,1073,157,366,TUM,0.56
4762,4,"TUM,STR,LYM,NEC",3618,2207,815,199,397,TUM,0.61
5570,4,"TUM,STR,LYM,NEC",3618,1438,1297,305,578,TUM,0.3975
1126,4,"TUM,STR,LYM,NEC",3607,1581,1335,225,466,TUM,0.4383
2405,4,"TUM,STR,LYM,NEC",3605,2159,718,420,308,TUM,0.5989
6705,4,"TUM,STR,LYM,NEC",3599,2250,740,275,334,TUM,0.6252
1785,4,"TUM,STR,LYM,NEC",3595,2189,857,211,338,TUM,0.6089
6157,4,"TUM,STR,LYM,NEC",3595,2158,714,497,226,TUM,0.6003
4474,4,"TUM,STR,LYM,NEC",3592,1943,1064,165,420,TUM,0.5409
735,4,"TUM,STR,LYM,NEC",3590,2059,933,235,363,TUM,0.5735
8095,4,"TUM,STR,LYM,NEC",3589,1545,1416,150,478,TUM,0.4305
7085,4,"TUM,STR,LYM,NEC",3588,1585,1430,174,399,TUM,0.4418
7716,4,"TUM,STR,LYM,NEC",3586,1954,1152,146,334,TUM,0.5449
7269,4,"TUM,STR,LYM,NEC",3583,1971,881,261,470,TUM,0.5501
5308,4,"TUM,STR,LYM,NEC",3580,1715,1263,169,433,TUM,0.4791
2542,4,"TUM,STR,LYM,NEC",3579,1528,1333,262,456,TUM,0.4269
2529,4,"TUM,STR,LYM,NEC",3578,1330,1276,311,661,TUM,0.3717
2840,4,"TUM,STR,LYM,NEC",3578,1966,909,259,444,TUM,0.5495
2577,4,"TUM,STR,LYM,NEC",3575,1929,940,251,455,TUM,0.5396
7389,4,"TUM,STR,LYM,NEC",3574,1625,1089,276,584,TUM,0.4547
4184,4,"TUM,STR,LYM,NEC",3566,2184,777,239,366,TUM,0.6125
2237,4,"TUM,STR,LYM,NEC",3565,1746,1223,231,365,TUM,0.4898
7408,4,"TUM,STR,LYM,NEC",3565,1643,1143,302,477,TUM,0.4609
126,4,"TUM,STR,LYM,NEC",3562,2247,776,193,346,TUM,0.6308
2433,4,"TUM,STR,LYM,NEC",3562,2003,1047,145,367,TUM,0.5623
1236,4,"TUM,STR,LYM,NEC",3559,1887,1128,158,386,TUM,0.5302
6833,4,"TUM,STR,LYM,NEC",3559,1246,1667,154,492,STR,0.4684
3518,4,"TUM,STR,LYM,NEC",3557,1925,980,211,441,TUM,0.5412
634,4,"TUM,STR,LYM,NEC",3556,1907,787,541,321,TUM,0.5363
2774,4,"TUM,STR,LYM,NEC",3556,2115,812,268,361,TUM,0.5948
109,4,"TUM,STR,LYM,NEC",3553,1843,1240,154,316,TUM,0.5187
5118,4,"TUM,STR,LYM,NEC",3550,2030,938,206,376,TUM,0.5718
2537,4,"TUM,STR,LYM,NEC",3549,1662,1346,231,310,TUM,0.4683
4282,4,"TUM,STR,LYM,NEC",3549,1837,1085,224,403,TUM,0.5176
3,4,"TUM,STR,LYM,NEC",3541,1901,1065,155,420,TUM,0.5369
650,4,"TUM,STR,LYM,NEC",3540,2084,835,271,350,TUM,0.5887
4271,4,"TUM,STR,LYM,NEC",3538,1673,1235,214,416,TUM,0.4729
3055,4,"TUM,STR,LYM,NEC",3536,2166,781,263,326,TUM,0.6126
4777,4,"TUM,STR,LYM,NEC",3523,1707,1123,243,450,TUM,0.4845
3466,4,"TUM,STR,LYM,NEC",3521,1570,1303,301,347,TUM,0.4459
6791,4,"TUM,STR,LYM,NEC",3521,1504,1160,243,614,TUM,0.4272
2486,4,"TUM,STR,LYM,NEC",3515,2282,688,289,256,TUM,0.6492
1554,4,"TUM,STR,LYM,NEC",3514,1487,1400,252,375,TUM,0.4232
4193,4,"TUM,STR,LYM,NEC",3512,1973,855,280,404,TUM,0.5618
2102,4,"TUM,STR,LYM,NEC",3510,2027,927,160,396,TUM,0.5775
5388,4,"TUM,STR,LYM,NEC",3510,1603,1222,238,447,TUM,0.4567
6263,4,"TUM,STR,LYM,NEC",3510,1171,1294,366,679,STR,0.3687
1958,4,"TUM,STR,LYM,NEC",3509,1963,1011,168,367,TUM,0.5594
624,4,"TUM,STR,LYM,NEC",3508,1742,1249,161,356,TUM,0.4966
3628,4,"TUM,STR,LYM,NEC",3507,1738,1080,257,432,TUM,0.4956
1174,4,"TUM,STR,LYM,NEC",3502,1882,1126,151,343,TUM,0.5374
4429,4,"TUM,STR,LYM,NEC",3495,1938,997,202,358,TUM,0.5545
6615,4,"TUM,STR,LYM,NEC",3488,2347,711,224,206,TUM,0.6729
2200,4,"TUM,STR,LYM,NEC",3482,1641,1107,236,498,TUM,0.4713
4365,4,"TUM,STR,LYM,NEC",3480,1726,1122,208,424,TUM,0.496
949,4,"TUM,STR,LYM,NEC",3479,1669,1149,241,420,TUM,0.4797
4196,4,"TUM,STR,LYM,NEC",3479,1988,907,171,413,TUM,0.5714
6812,4,"TUM,STR,LYM,NEC",3479,1751,1176,174,378,TUM,0.5033
4597,4,"TUM,STR,LYM,NEC",3477,1447,1342,286,402,TUM,0.4162
7628,4,"TUM,STR,LYM,NEC",3477,2123,762,261,331,TUM,0.6106
5440,4,"TUM,STR,LYM,NEC",3472,1696,1276,114,386,TUM,0.4885
6152,4,"TUM,STR,LYM,NEC",3472,1973,726,473,300,TUM,0.5683
6903,4,"TUM,STR,LYM,NEC",3472,2224,665,290,293,TUM,0.6406
482,4,"TUM,STR,LYM,NEC",3471,1351,1261,234,625,TUM,0.3892
6011,4,"TUM,STR,LYM,NEC",3471,1519,1375,241,336,TUM,0.4376
5104,4,"TUM,STR,LYM,NEC",3470,1978,995,156,341,TUM,0.57
4573,4,"TUM,STR,LYM,NEC",3464,2139,790,211,324,TUM,0.6175
7045,4,"TUM,STR,LYM,NEC",3462,1950,975,165,372,TUM,0.5633
3621,4,"TUM,STR,LYM,NEC",3451,1638,1151,228,434,TUM,0.4746
